제목,빈도_1등,빈도_2등,빈도_3등,빈도_4등,빈도_5등,빈도_6등,빈도_7등,빈도_8등,빈도_9등,빈도_10등,1990_0,1990_1,1990_2,1990_3,1990_4,1990_5,1990_6,1990_7,1990_8,1990_9,2000_0,2000_1,2000_2,2000_3,2000_4,2000_5,2000_6,2000_7,2000_8,2000_9,2010_0,2010_1,2010_2,2010_3,2010_4,2010_5,2010_6,2010_7,2010_8,2010_9,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29
이 밤의 끝을 잡고,6,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.23868903851961695,0.0,0.0,0.0,0.8015920452557219,0.0,0.23376006109984585,0.49581646776597255,0.0,0.18893067076367726,0.16618925033516668,0.0,0.0,0.5892062520830529,0.20657635844867847,0.41315271689735694,0.0,0.0,0.6133134336328201,0.2202055159916208,0.0,0.1988746170761258,0.0,0.0,0.651829010399153,0.17829444066261665,0.0,0.0,0.6747506584217269,-0.1329838343846955,-0.07578046973383307,0.39899838220019984,0.09661756392023035,-0.22133350545974603,-0.016910869078500604,0.17004398962034656,0.24692872010829642,-0.4359198345389581,-0.3165593975454681,-0.06275473469238084,0.18517633666165342,-0.25860423451863734,-0.23176778341762552,-0.23158060259332783,-0.499533455389993,0.33168010418548394,-0.0440482720470098,-0.37060055709479,0.2798315198405793,0.5152225545362422,0.0023758896675549054,0.025112329948959605,-0.0645808842859434,0.3498720133439043,0.06635910549894311,0.18710715181187243,0.32930054269114833,0.4359315710940531,-0.14564834967871806
슬픈 인연,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7805461544257297,0.34043447046866765,0.0,0.0,0.5242633614205011,0.0,0.0,0.0,0.0,0.0,0.7291097107854467,0.44845738549575953,0.0,0.5169961344465449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7729146617695698,0.3819678715558762,0.0,0.5066591267516111,0.0,0.0,0.0,0.0,-0.17536884950513534,-0.11038256446122528,0.4327186119366199,0.30180647097369456,-0.15865150708308878,-0.11968320394133,0.22564025029064494,0.30177792431192196,-0.26015780443087855,-0.32618736903718176,0.008492908737760908,0.2602800269551734,-0.34665345701765504,-0.2141106903870055,-0.3020779271709158,-0.40719982006765426,0.34901046943157277,-0.16505963775884122,-0.3188892544465179,0.2601113251232086,0.5951042365520558,0.0541541410728972,-0.04641802902234361,-0.17714891642173555,0.3019964189288464,0.08665721189785511,0.11066810731241043,0.3767029326012794,0.3860898847751161,-0.23705092399440547
슬프도록 아름다운 ...,5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.33072936690453564,0.14424730203612396,0.0,0.0,0.8885536806797214,0.0,0.0,0.0,0.283342828165359,0.0,0.3053142056740321,0.18779123142358234,0.0,0.8659671475506708,0.0,0.0,0.0,0.3487385676649544,0.0,0.0,0.0,0.3319680638428959,0.16405580207301018,0.0,0.870443569803616,0.0,0.0,0.324362282305014,0.0,-0.1636459387069487,-0.06437689952714287,0.4814470479183871,0.12488154248042163,-0.18485216195087717,-0.01957519227352864,0.1420946621498012,0.2528607240655338,-0.3042084009072784,-0.3204462699106206,-0.08109258734823568,0.32720489133878244,-0.28232650742258714,-0.23316021182614824,-0.16934117966372034,-0.3678642817894402,0.39002589265937393,0.009584310479745593,-0.45911141934440186,0.27136341174659523,0.6094071418046951,0.09145037131384015,-0.08680298079675793,0.011653775359382447,0.37413615360856056,0.05204020638990661,0.17683507196362253,0.299322751937839,0.43535048895232054,-0.15587502918345347
내게로,7,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020436094286786,-0.08843213201723468,0.3442308731691938,0.36394765674018525,-0.12590810281231107,-0.033081903161717136,0.290116151243868,0.1829014902698322,-0.44283597811426917,-0.37795784901565227,-0.1576225650037678,0.26803370187400094,-0.2912911203965335,-0.14783425078215734,-0.2208983222888389,-0.388788435752438,0.13849130535209683,-0.030770148121109103,-0.37078594463601916,0.03207930717879618,0.6922634357297924,0.007296869295163893,0.04286962459650888,-0.1125803409688647,0.3532410830679074,-0.041020275421545536,-0.058587390273599556,0.2651062763073075,0.4482405420760034,-0.1642392286243783
난 행복해,4,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.7598731668930585,0.0,0.0,0.4551568385178775,0.3049289582065022,0.21771415770108465,0.2361453681361897,0.0,0.0,0.13884978818043886,0.0,0.0,0.0,0.35749123855211873,0.2524315670304344,0.0,0.0,0.0,0.20331631140651907,0.8758657407622922,0.0,0.0,0.0,0.0,0.3540335902058396,0.25489955076398185,0.0,0.0,0.1899716487376238,0.8795437503059144,-0.01221741719659671,-0.11462362731797891,0.4461355764889023,0.04045759571842777,-0.1761250183668928,-0.021454896271518132,0.18828422069838904,0.16081622521420127,-0.40495900397677226,-0.26827161769988467,0.047050394805021656,0.2722982381226368,-0.33735670968528514,-0.15747214556282874,-0.2732852254316066,-0.24185204051335532,0.30709232122284696,-0.04214366823118361,-0.41380561276980976,0.18851714361983452,0.478227355526489,0.07931811282935652,-0.02855554614351719,-0.04710436870289731,0.45153860104026144,-0.015548510362792001,0.1585208520234463,0.32668207189773474,0.45870746086234027,-0.25927673768335774
상상속의 너,6,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.2735748630673339,0.0,0.5888630495738368,0.0,0.5724136247048545,0.0,0.5007391989814063,0.0,0.0,0.0,0.0,0.405942656296435,0.4744131356393042,0.0,0.6481469318477306,0.43594528471845057,0.0,0.0,0.0,0.0,0.0,0.0,0.4758658626048758,0.43387778313014347,0.6014103666564053,0.4728713577619155,0.0,-9.318747158561434e-05,-0.11497955891702856,0.4318779086294983,0.23594937116972037,-0.08270120537351994,0.06228133290784345,0.1863578192534901,0.20372338185441635,-0.37283701201723446,-0.35031516473917734,0.048719655722379684,0.21695570161654837,-0.26214759599284404,-0.21205416623325574,-0.22127571042094912,-0.2397580489871048,0.3308529384611618,-0.06592198879502359,-0.41718365164429305,0.27855277183864796,0.6242576414630526,0.1069725905234615,-0.020436896918164124,0.0001744516282564118,0.38906705801685654,-0.035624198207543006,0.18895064942716133,0.33598727205147344,0.4032163580790872,-0.13529143025183918
부디,6,6.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.65814030638237,0.09568242502465535,0.30805095125726595,0.6191293705304436,0.0,0.0,0.0,0.0,0.28192134476195985,0.0,0.6486664710491234,0.13299291147467787,0.6513847741142073,0.0,0.0,0.0,0.0,0.3704626443871888,0.0,0.0,0.0,0.6909306174906229,0.11381735069839716,0.6290630291635754,0.0,0.0,0.0,0.33755028934007963,0.0,-0.11659096010868818,-0.10374670717734057,0.42897215214702233,0.1406534378167609,-0.15876704715454662,-0.03572918016227408,0.19499371702861512,0.18851662676086203,-0.4018101756031376,-0.3592847054102786,0.00925648343605055,0.30947231501340866,-0.294272417805984,-0.17376211937516928,-0.2972973105169728,-0.37134234395786514,0.22184935864061117,-0.09428566503895998,-0.42576335381034397,0.18717119163295753,0.5450329603233808,0.09758710976637586,-0.07931554206961793,0.008988984255448088,0.4183750472648043,0.027377735653688843,0.17910691519992583,0.39247372484123205,0.34204754086447436,-0.12547015250065285
사랑의 서약,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39475069390241735,0.8455361077908692,0.0,0.0,0.0,0.3595004590893141,0.0,0.0,0.0,0.3840119147784762,0.8134750082141323,0.0,0.0,0.0,0.4367988785690569,0.0,0.0,0.0,0.0,0.0,0.3829996856848387,0.8272642810563574,0.0,0.0,0.41102925693145365,0.0,-0.1355764309068521,-0.0826548333815299,0.4299315299342076,0.1308137188362889,-0.13083524867892266,-0.038479495222369826,0.27176319715877373,0.12807281794647377,-0.34395405802254875,-0.31492453624804817,0.04259375267972549,0.37187402486801147,-0.25262648845712343,-0.2412760869661967,-0.21333323627710343,-0.2502393740415573,0.34807476402570803,-0.14110633060956995,-0.3558991420517365,0.10543706500281891,0.6217320287724336,0.19838065207004546,-0.0731316610922416,-0.04884451041308542,0.4090337566534678,0.08472808552285035,0.18817646970351537,0.39967758481701215,0.3862149310608705,-0.19846685038258632
날개 잃은 천사,21,8.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.3857955177464902,0.12923042713171795,0.7381468459490753,0.0,0.5381454719734279,0.0,0.0,0.0,0.0,0.0,0.131960643266239,0.745439963249548,0.6533801725024053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14186157404371572,0.8171078111179303,0.558757656609647,0.0,0.0,0.0,-0.023780108879688042,-0.10281567969720302,0.4305926965776405,0.15011809994483785,-0.2131335213228397,-0.13951969514446286,0.31594350650164255,0.25328810369884563,-0.3339004019933419,-0.4460338460963659,-0.0559442916754427,0.2541975679556492,-0.3145184643649087,-0.22701919653428876,-0.1668721820301689,-0.31403556598068605,0.32527080024300464,-0.042558945411287,-0.31726554953201064,0.30727385449123557,0.4426196485730335,-0.01750986272558515,-0.07230471563396625,-0.0717897933505723,0.3962510547624743,0.08078877417142143,0.12413485715598747,0.3079792604235266,0.4256887608843536,-0.21888811691798188
살다보면,4,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23128831939621788,0.0,0.0,0.8862856598902918,0.0,0.4012523425273715,0.0,0.0,0.0,0.0,0.0,0.27548386282021353,0.0,0.8355910215859889,0.0,0.4752854783922366,-0.08288410827517509,-0.17977542640531766,0.4379105620524463,0.1500114504905308,-0.2575317491503323,-0.01026729397913989,0.007020309085355086,0.20387641106020002,-0.42115025029462927,-0.32166858140160054,0.09945862459785798,0.34094764537671035,-0.08260739090688088,-0.2530801045105738,-0.1744224337970509,-0.3579726944513181,0.19178000524201813,-0.19903470238342005,-0.5437323527739328,0.07183851065004573,0.350777722456876,-0.005323888755896513,-0.060468040187569225,-0.0616845893290113,0.4084424038143719,-0.07179317386711345,0.0724477046771961,0.3679077090585933,0.5823874564731822,-0.2530196933514055
두바퀴로 가는 자동차,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6750326266094923,0.7377878780602793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04586191640867453,-0.1100311027396293,0.3168738499987826,0.11042864261530451,-0.14540836591394118,0.10009855641761706,0.16910799433771034,0.04675069546404605,-0.41451317280076355,-0.2099807080923624,0.049852820013516715,0.2606200482585423,-0.23117174883858146,-0.20490304447178329,-0.18308396368021412,-0.196383851094565,0.21133728436793067,-0.2752102673985064,-0.3434651176046048,0.2289071771804066,0.45065040168784826,0.009671592738457201,0.026277273085378555,-0.03034513766622348,0.5114631065211835,-0.05440658678916017,0.06821163971575775,0.3086591832328677,0.4656286576230611,-0.17210998327936977
시간이 흐른뒤에,4,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05600890606486549,-0.1806397278099515,0.4191913803418477,0.20194832840934396,-0.1415136905076603,-0.0629417593566662,0.07813333976082504,0.17874460419019064,-0.4194718225674781,-0.29141794352714595,0.011312693047026793,0.19640296907164156,-0.24031071628754339,-0.0887003424577415,-0.18732469757863632,-0.3606025244419773,0.35751392496361706,0.07619857224441755,-0.38557872601086274,0.2538940242181222,0.580087959455947,0.05976102928010126,0.03602355249070873,-0.019956136782032747,0.4059897620851795,0.04926909005977601,0.15029157572037852,0.3063534921966493,0.5286027964514991,-0.2483058338596796
날 위한 이별,4,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4509443578844249,0.0,0.0,0.0,0.8925520635191001,0.0,0.0,0.0,0.0,0.0,0.0,0.36846871172067414,0.0,0.0,0.9296401499950971,-0.08790334151126444,-0.004341792667724399,0.3346285899428444,0.05982649474814631,-0.14027126537015042,-0.0356149995576642,0.1940996548316131,0.09153162012808025,-0.4626479321676824,-0.2739240497402433,0.0520117844765385,0.2945017218072381,-0.25096114696761007,-0.12359013159423032,-0.3343526718413664,-0.36563972518261934,0.2522209089042412,-0.08441193335844825,-0.39732840326097274,0.1859571206279927,0.5406662027041117,-0.01392097308093475,-0.06713599950954732,-0.09294988978136745,0.468044239613745,0.06904690893780854,0.25041428407550687,0.4133158990492423,0.3962442678295904,-0.10853476257115188
머피의 법칙,5,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.31859619199504674,0.0,0.3428851669655031,0.0,0.0,0.8837003048100043,0.0,0.0,0.0,0.0,0.0,0.32382663191303324,0.0,0.9461164370540557,0.0,0.0,0.0,0.0,0.5184344939875725,0.0,0.0,0.0,0.8551173460080491,0.0,0.0,0.0,0.0,0.037535183327184675,-0.11528536395327944,0.2928581567050643,0.11352770084999546,-0.07452588490504806,0.13045990702620364,0.20568340208891006,0.14289779414616102,-0.3328694425334381,-0.22431629515562715,0.019171839720516833,0.2662893837089387,-0.14668365845181194,-0.15946797702356047,-0.2595318673653001,-0.20913370065050604,0.22079614181958912,-0.17895576493695975,-0.3682029643271751,0.28661047795541444,0.5457158113460777,0.09830844412856507,-0.01848073361028548,0.033308637431682143,0.4735726787585695,-0.022974146388356907,0.05138743882295939,0.256896115808181,0.47034254853771823,-0.15697933129284242
널 보낸 후에,3,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6223645468366837,0.0,0.0,0.0,0.0,0.11887735918840539,0.7736475582028035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.06415631787928,-0.05967637531663457,0.422784200678133,0.13677725607325156,-0.08043143852320436,0.004323354077027881,0.19804137850767128,0.23117977260828834,-0.3414089101692024,-0.32512340496919334,-0.01059715215065708,0.2913597870158823,-0.28228326721847685,-0.20744342990985062,-0.2678174749782232,-0.35486604876765243,0.30764703132365256,0.017490897882627705,-0.3792030626895187,0.21574643478818137,0.7024610265068811,-0.015657598790648864,-0.08380344867298048,0.006203704717734905,0.36102253617080926,0.022108077624978573,0.2076761128687083,0.2956560355139105,0.43360245041549206,-0.1291627761762755
너의 곁에 있고 싶어,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.24990089850810668,0.021139005819956463,0.5081405994327118,-0.03623106268544992,-0.12205436414418121,-0.1954199766429762,0.15219838333238536,0.22149843621688584,-0.1290172014851123,-0.25432198343332857,-0.15547974485283098,0.44562130933627486,-0.17025289234394828,-0.3192548522880922,-0.2606025207787752,-0.4244886102775733,0.43436888805202517,-0.08759555872529745,-0.4757395572960377,0.41631727510442335,0.7064750120043755,0.0738021214492619,-0.23365011853942028,-0.05224872248557707,0.4038309355576833,0.0062878440755108995,0.27960862847976387,0.40326416057844955,0.4600976773848136,0.0555256031366298
고요속의 외침,6,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.9839358094058548,0.0,0.0,0.0,0.11014541803758643,0.0,0.0,0.0,0.14049309539678662,0.0,0.975803551365594,0.0,0.0,0.11532024526454217,0.0,0.0,0.0,0.18576509406888075,0.0,0.0,0.0,0.9813095134397835,0.0,0.0,0.10721093495068516,0.0,0.0,0.15980442503127176,0.0,-0.04627528040099048,-0.05568732936245074,0.21907210177291306,0.20711426251763176,-0.09781579628977324,-0.04071172226160284,0.1278894716355529,0.20941615314222872,-0.30879443477568846,-0.3455313970034401,0.026026214202565533,0.2763114775861463,-0.2964530190588008,-0.14989230452826427,-0.3271410524124099,-0.4157136316381155,0.26655127950793794,-0.10712035825370901,-0.41353098005657235,0.30197388168063855,0.5885563647194255,-0.014496959802213936,-0.06955798108115673,-0.05818496402841242,0.4269041919540013,-0.031267636125126196,0.17130504948304845,0.37774544053020015,0.4106256445389121,-0.046790188898035746
그리움만 쌓이네,3,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.526363787792363,0.0,0.2838271853668803,0.2026478461024772,0.0,0.0,0.0,0.7754464147944831,0.0,0.0,0.5599343674441928,0.22854145471120524,0.16137759844918212,0.0,0.0,0.0,0.7798715140022313,0.0,0.0,0.0,0.0,0.5329282414172848,0.24545573222921585,0.17672491426955947,0.0,0.0,0.7902577286506705,0.0,-0.12337805443926703,-0.036226007021975384,0.422260455551404,0.1855235067384076,-0.1145677724853158,0.04923125790267051,0.24619605125788646,0.15099387761511945,-0.3299628467405144,-0.2689081067808821,0.005393053086686738,0.35046445920214625,-0.26455388956775455,-0.24451733217869379,-0.17566673424613627,-0.25560871445679967,0.30254683016410355,-0.11035746793392338,-0.28663775584177126,0.22263460434218751,0.6946209417302397,0.2151945234759699,-0.09554471224074877,0.06419146768571928,0.45161185479616817,0.016865729201066344,0.20378017083659203,0.32312340112520926,0.37513992824603487,-0.16420434492262953
포기하지 마,4,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.8805970752637311,0.0,0.47386579433101395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.056081631125356905,-0.05455977503114786,0.40868603724699754,0.13709060560004452,-0.22222534832186425,-0.026359686054862462,0.1656802209237447,0.1694084492703088,-0.41176751209422946,-0.423516270919488,0.012955010414887697,0.2242623736652044,-0.3651488659282525,-0.013362751903537756,-0.3213171851224242,-0.22159913912988627,0.15260972732152694,0.0816178418463096,-0.37824755357817197,0.226789833076346,0.5038794401603249,0.15163603945611379,0.06413973366411832,0.059523792997098125,0.43779551696318847,0.05397304888360967,0.0534956159356695,0.25802222859018886,0.49906672842991656,-0.262082486317899
이브의 경고,4,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.722272545055616,0.38756115088369375,0.19473279534550367,0.0,0.0,0.4054562628393206,0.0,0.3546873021774076,0.0,0.0,0.7933815624382524,0.1619123480920814,0.0,0.40084041464254977,0.0,0.21905252227979546,0.3683382173904775,0.0,0.0,0.0,0.0,0.7990364395766689,0.18400983388732428,0.0,0.3623846142589957,0.20092465869981646,0.3949529366090606,0.0,0.04465064514725883,-0.18213670579199162,0.37787445079043713,0.06884977373475623,-0.04995142013649456,-0.07624557146886622,0.15205597230750653,0.15489372670547003,-0.33470606088748256,-0.3480505890652744,0.08770264663164401,0.15794961649872777,-0.2225769809059178,-0.1297652858322383,-0.2430271457415074,-0.30874925304669887,0.29560564693141106,-0.16020431264930973,-0.387993554584682,0.3591849365038797,0.5067053745086822,-0.047661155526940197,-0.0837342466030451,-0.07593341495440756,0.48004846140328383,0.05608187538342059,1.4769010401020447e-05,0.36237435850004357,0.4302328378091463,-0.11208175912745194
친구를 위해,4,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.23631593319796587,0.5072150432372059,0.5097074512533517,0.3639225643778946,0.0,0.0,0.2813756721360354,0.46419186984917926,0.0,0.0,0.3250561290260819,0.5306964880866553,0.37473518693167057,0.0,0.3284564192303309,0.0,0.6036469753562466,0.0,0.0,0.7519906969054225,0.0,0.20779866114894383,0.3828310722878529,0.2756333609133837,0.0,0.0,0.4108483036778032,0.0,-0.07384778495084067,-0.17003921101816366,0.37547823904295924,0.15634309403351643,-0.0812451228591018,0.06548114130120786,0.16289623352302024,0.2257351479951109,-0.3520935532927025,-0.2699585334306247,-0.028907636985885072,0.28420910904886293,-0.11002927110148747,-0.17720395428907187,-0.25131707516361457,-0.22864079052777045,0.24260463630475226,-0.08772892067514237,-0.42994086583312907,0.15809702097636755,0.6053370222998936,0.2379386024244252,-0.044721434995928996,0.056472431963737135,0.4872887009968523,0.08215280449720191,0.13015783675869957,0.2788336721752755,0.48196969059158545,-0.1662783781658156
천일동안,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3090827238706375,0.0,0.8870571090164086,0.0,0.0,0.34292499930474407,0.0,0.0,0.0,0.0,0.0,0.8512033363852657,0.0,0.3730410295804362,0.0,0.0,0.36917918464637256,0.0,0.0,0.0,0.0,0.0,0.9182291611499387,0.0,0.0,0.0,0.3960495014690462,-0.05279749345958628,-0.1309503687856098,0.4514518771038363,0.15861757726154543,-0.11159505175821709,-0.01517614016704487,0.23858237018187842,0.1688651548077663,-0.3688938301479952,-0.38055650552621845,0.030827045779336582,0.2500350267033685,-0.23000410780536407,-0.23501729409238606,-0.23710474594863076,-0.2465140403188398,0.40507372803139413,-0.11061338410769223,-0.3593333092602817,0.2023712985330459,0.6437287629779541,0.10823013390781301,-0.10159709904991994,-0.02676755909553983,0.41539729443011864,0.03226956083072406,0.20031985040810524,0.3384286875300335,0.3658782340811961,-0.174833413930504
날 떠나지마,6,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.33159858014654964,0.0,0.31041787612490074,0.0,0.8908889514562958,0.0,0.0,0.0,0.0,0.0,0.33250898169966936,0.0,0.0,0.9431000885850075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3563426172841306,0.0,0.0,0.9343553601853504,0.0,0.0,0.0,0.0,-0.10049458235210064,0.0009104848528901736,0.4600738785138317,0.1625610087069742,-0.12033839518313899,-0.07057013331602018,0.15114012471053237,0.3305628396132413,-0.2627360683445837,-0.44337619623790187,-0.00047506094344106374,0.2927148080266574,-0.1231303271636659,-0.19171215953561022,-0.24855136765422775,-0.3193900043546569,0.31009482524777743,-0.048491706852527225,-0.37829233726084815,0.406023563378874,0.5688281149840823,0.25571146329828337,-0.08458638430445217,0.11321259345220146,0.4639084622556088,0.03050380534328082,0.08722887096890047,0.2930389363683906,0.37330087979196336,-0.2085638621516124
아담과 이브는 사과를 깨물었다,5,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8854447757578098,0.0,0.46474460629812786,0.0,0.0,0.0,0.0,0.0,0.8757166291096801,0.0,0.0,0.4828254192777955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8369400189453026,0.0,0.5472946232952016,0.0,0.1037088788772395,-0.11256165359886962,0.32281431522425436,0.13253426788347547,-0.06429531900297611,0.048250877526973227,0.07960024854134119,0.11661777946106884,-0.4029638587877394,-0.3141112284512695,0.0007192308783804604,0.2347035809770363,-0.19299247408063586,-0.06723024805477999,-0.2177471813292952,-0.3620663121205951,0.2883926230833071,-0.08645726494926857,-0.36317316138552963,0.3488296253111111,0.5578037835935284,-0.026702333480939953,0.020511389953520046,-0.0018291855914466973,0.4427091267404206,-0.04943532976877252,0.034130087626431514,0.2977579003541705,0.4708759383289912,-0.15598667030641383
이유같지 않은 이유,5,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.19451941160232772,0.0,0.14476131566887315,0.6214148660433558,0.0,0.2229299925231943,0.0,0.0,0.0,0.7108812437317696,0.0,0.0,0.2046231151197016,0.0,0.2358961251543407,0.0,0.0,0.0,0.9499907362158208,0.0,0.0,0.0,0.0,0.19177167061075903,0.0,0.25437444979749113,0.0,0.0,0.947901506297665,0.0,-0.033697814107514344,-0.103100218053939,0.3660821305890369,0.09301978554917424,-0.08942880360489218,0.03705888792163987,0.20516714466035238,0.19242809865719232,-0.3525809524162935,-0.36057949054222077,-0.04125000505397717,0.22444915580443847,-0.3327202133707002,-0.19266486947989872,-0.32529719697677684,-0.300309773391256,0.16175302345719603,0.01052754663496127,-0.3541864603280257,0.23804712276428175,0.6031628608938434,0.11194327233247778,-0.05473800732666611,0.06160196758066423,0.48596370468537015,-0.007117850223404921,0.07900885303114724,0.3723983513430143,0.37861527077471596,-0.22537965467995685
그 후로 오랫동안,6,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.8981056390574552,0.0,0.0,0.0,0.0,0.0,0.4397797870448344,0.0,0.0,0.0,0.849328062338774,0.0,0.0,0.0,0.5278653640123244,0.0,0.0,0.0,0.0,0.0,0.0,0.9125152676209329,0.0,0.0,0.0,0.40904264613692454,0.0,0.0,0.0,-0.032853466438372496,-0.016266002279260883,0.44340029729368247,0.2343800718612645,-0.11546098923249899,0.0771308059515634,0.21779326560056728,0.20844262563016103,-0.34451828066907497,-0.3166549343453801,0.21665522326593814,0.36666489141466824,-0.23433908844447654,-0.10601776405035154,-0.2792461664699342,-0.1708561359833845,0.16879097762031722,-0.2106099083245246,-0.44288524726162787,0.1373278590567086,0.5792789349089498,0.09014784895976924,0.005103895501436099,0.0869386862943192,0.42807536207787367,0.02750912847240334,0.31822291689762927,0.39215679365493683,0.4150583196188445,-0.12071190485173998
기억에 남는건 너의 젖은 눈동자,4,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6213632825506405,0.0,0.0,0.0,0.0,0.0,0.0,0.6922242339244042,0.367060323469678,0.0,0.0,0.0,0.0,0.0,0.0,0.8035709537328485,0.40178547686642424,0.4391379656737738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8745669117571051,0.4849048534090373,0.0,0.0,0.02472567900327877,-0.18101191165901365,0.43979158256912515,0.08042330629749424,-0.19895420130342245,0.038666327173511185,0.17697980487719178,0.0959418389414038,-0.3577906747731114,-0.26141599623397704,0.15985760199172155,0.2619843545946337,-0.371356872600743,-0.14873785303816908,-0.2007516688179402,-0.14989839652774944,0.22649906970383155,-0.09817018151460659,-0.3354674759099171,0.18115247901351678,0.5467009264088812,0.057947276071423574,0.03697650307523353,0.09971702623269743,0.4755240783450149,-0.09239897608252552,0.07366067114552217,0.3602884729348478,0.4736107244111952,-0.30553633611582753
