제목,빈도_1등,빈도_2등,빈도_3등,빈도_4등,빈도_5등,빈도_6등,빈도_7등,빈도_8등,빈도_9등,빈도_10등,1990_0,1990_1,1990_2,1990_3,1990_4,1990_5,1990_6,1990_7,1990_8,1990_9,2000_0,2000_1,2000_2,2000_3,2000_4,2000_5,2000_6,2000_7,2000_8,2000_9,2010_0,2010_1,2010_2,2010_3,2010_4,2010_5,2010_6,2010_7,2010_8,2010_9,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29
야생화,3,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5597588356284484,0.716336129166184,0.41657243786296255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773229717064674,0.6341260163785145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8350229962274744,0.5502150450244807,0.0,0.0,0.0,0.0,0.0,0.0,-0.25185425403527917,0.1722985658235848,-0.14861349330749363,0.016172545105218886,0.37790625330060723,-0.1707035417575389,0.1983674880862236,0.3480169767513871,-0.39622268644510766,0.26099444263614713,0.13242605153471232,0.1768787654186599,-0.2596065325383097,-0.1614565975777805,0.16511821078136563,0.05697181295603514,0.31087302027270197,-0.09296174364164472,-0.6987888523936272,-0.06236502232030034,0.36763893131166697,-0.32108307133894415,-0.018894888749346136,-0.056702651741215956,0.12404786878731101,0.2896308789681643,0.4614279535599053,0.3844853767193854,-0.13743317805696278,-0.34631691001355647
CHEER UP,7,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.7134482676093764,0.0,0.0,0.0,0.0,0.0,0.0,0.7007079059388297,0.0,0.0,0.7328096184652485,0.0,0.0,0.0,0.0,0.0,0.6804337315895039,0.0,0.0,0.0,0.0,0.7111582997804446,0.0,0.0,0.0,0.0,0.7030319143917915,0.0,-0.1301546797201217,0.05443286398111517,-0.09077709681264697,0.09474199855453279,0.4170402476510751,-0.1719352960900729,0.09015794466417956,0.2973911153736064,-0.3794348462069609,0.3345269716053034,0.10926720996510732,0.3599401373915509,-0.2860606664634613,-0.14966507695323553,0.29472489710981364,0.11359732621068876,0.2390808667707066,-0.03460207365520568,-0.45973886707965955,-0.09901272975671363,0.0845544359742114,-0.383867417147989,-0.021415163998503284,-0.21098902563463492,0.06982366317120123,0.3933043380503554,0.3149281261960067,0.4261815210843616,-0.08567853936054519,-0.3526575565786965
시간을 달려서 (Rough),6,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.26958800084583645,0.0,0.0,0.0,0.0,0.0,0.9629757576387608,0.0,0.0,0.0,0.3132768731528904,0.0,0.0,0.0,0.9496618349431275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22593028864419434,0.0844634265197952,-0.12110178137972819,0.07080491747608227,0.44196915631470957,-0.020205494045255196,0.17510047940685686,0.39693134574763544,-0.2895417233137826,0.36203328881050106,0.11603326882870324,0.241196414393958,-0.2609916365647738,-0.005483893100666789,0.2959552574078594,0.09801366475649771,0.24530044199684553,-0.04006542437668659,-0.49090447837272577,-0.08091957579713017,0.25207117728196676,-0.3295641909909756,-0.03584124098441242,-0.127962914715826,0.027428699171055206,0.34772673628367157,0.5324885854085463,0.44838024174745106,-0.06508552827006947,-0.32530659692881186
어디에도,6,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.648888460827267,0.0,0.16096756366187634,0.0,0.0,0.7436620259593602,0.0,0.0,0.0,0.0,0.0,0.0,0.21338897130453396,0.0,0.738005060454146,0.0,0.0,0.0,0.0,0.6401669139136019,0.0,0.21996541439692074,0.0,0.18235006948430965,0.0,0.725631660524365,0.0,0.0,0.0,0.6259571565793549,-0.2300535694390308,0.1234343120444367,-0.0948030145035502,-0.0046370233345122734,0.4258579595977767,-0.1581908463338703,0.13948048081049938,0.3478084680702509,-0.27651787668694067,0.37242941837046895,0.04367157071828842,0.3008452691813177,-0.2558871621038509,-0.20756449406781724,0.2991530927918311,-0.06493107390853058,0.33848317138822254,0.0505672009476951,-0.54999920634823,-0.11459682192226858,0.27474884869431265,-0.27648791985031757,-0.0706991754820613,-0.09721049292809295,0.1325242021192178,0.3732547506988617,0.5292921623940231,0.4306095009314195,-0.13237041600034324,-0.3016376286489135
널 사랑하지 않아,11,7.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.24781095428065092,0.21616502885453887,0.2319821456240483,0.0,0.91544890373548,0.0,0.0,0.0,0.0,0.0,0.23753877151868014,0.29220846973601483,0.0,0.9263852018679556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584106607949133,0.25540871450206093,0.0,0.9316599803275554,0.0,0.0,0.0,0.0,-0.19549872165488213,0.1369272885272836,-0.14624705346128375,-0.0840703800090195,0.5013971120579955,-0.12965372689524376,0.1887267354837398,0.26191638713491333,-0.27915800912017674,0.40200943771519304,0.10208121894561138,0.2499501973717022,-0.3133900540007144,-0.09673915740064125,0.4478138939467902,-0.03861046528693327,0.3203915984744264,0.09525029004081008,-0.3995734213553753,-0.14437454478027895,0.256166262072079,-0.33387394046852575,-0.11626146294503022,-0.1488461520105178,0.13918454322925547,0.27868097567373945,0.48123597806876467,0.4375137799064216,-0.16537184015722925,-0.1913017363277907
이 사랑,5,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.2810026026533391,0.23973695319976235,0.6273662787388594,0.0,0.0,0.6440890149984125,0.0,0.23478633612771263,0.0,0.0,0.0,0.20324022989704413,0.7500482913250326,0.0,0.576453236962682,0.2526314216938218,0.0,0.0,0.0,0.0,0.0,0.0,0.23924332347440888,0.709392130113724,0.0,0.6273127906523537,0.21448566523100987,0.0,0.0,0.0,-0.11344291298162369,0.1282218265611889,-0.12163717830110164,-0.09301219771483114,0.5272106875266348,-0.2034771438377599,0.11207638460965384,0.3005836881608481,-0.22606040461077576,0.2922719326668552,0.06054682916118985,0.19446523156726644,-0.4055508939992814,-0.045643460449008716,0.479913434670085,-0.03469611489701839,0.287726752016516,-0.03777667775395371,-0.5594882398134187,-0.17656942705313364,0.25589939930609296,-0.351590101332182,-0.09461134287439996,-0.06876167605320613,0.12930519821654474,0.34898674519998685,0.480191515031315,0.4616543692492303,-0.2041358315518924,-0.17717219190228553
이 소설의 끝을 다시 써보려 해,4,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.42763625056945237,0.36483723218665504,0.0,0.0,0.0,0.735142153861168,0.0,0.0,0.37892881234559594,0.0,0.0,0.3760826284822434,0.0,0.0,0.8000164952474401,0.0,0.46747776833330745,0.0,0.0,0.0,0.0,0.0,0.45326755496037396,0.0,0.0,0.8913745136698965,0.0,0.0,0.0,0.0,-0.167003744878102,0.10179985382469235,-0.11708468859788121,-0.04989497557214302,0.44656173791736364,-0.2029360815962186,0.1977803203583945,0.29034674926320225,-0.3015328608453274,0.29060394455474325,0.05774659812223257,0.2652128238987643,-0.32770866386183517,-0.04214143649271757,0.30555728115936426,0.1386225017528731,0.2293302650760757,-0.0013677919448194344,-0.47950791394928605,-0.06635803215932555,0.22651570438259713,-0.27591754825751685,-0.022810160156861856,-0.15897053931896551,0.1804011950365881,0.33310579571009774,0.46125615449344015,0.4811232091359249,-0.025351888866436374,-0.32666299575173136
너는 나 나는 너,5,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.9495702046348001,0.2547629173173057,0.0,0.18279026896910966,0.0,0.0,0.0,0.0,0.0,0.0,0.9897759753070349,0.0,0.14263070744060546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986531338199054,0.0,0.16357236548752263,0.0,0.0,0.0,0.0,-0.14272693840458112,0.04523925903120864,-0.1819714377497268,0.005807015186577451,0.4803470337270376,-0.18686908570531408,0.15421080082545385,0.3821080176287568,-0.33279716377785684,0.32110654684148876,0.14400304435277542,0.209763544982564,-0.2927450945591737,-0.12664687050981263,0.33106808472132565,0.06816950870116296,0.33273023608889357,-0.0513223353219812,-0.43158768869333847,-0.08194961873061188,0.14659481045137177,-0.3451155134631942,-0.086851968773522,-0.1680141697642302,0.1581029491053949,0.3648885734374726,0.3778628195680486,0.3809889168564148,-0.07794749203101531,-0.35885057249562996
You Are My Everything,6,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.20499692012406778,0.6180127683379458,0.7354179046522492,0.0,0.0,0.0,0.1876085990241658,0.0,0.0,0.0,0.628847339130046,0.7400690428220272,0.0,0.0,0.0,0.23842993923907563,0.0,0.0,0.0,0.0,0.0,0.6240358002999398,0.7488293463181149,0.0,0.0,0.22323514516490967,0.0,-0.08692166668297065,0.247835658984541,0.10843601669514119,0.19132615099372954,0.4235614416144807,-0.04893483998808972,0.1026160921666282,0.2879730248353397,-0.6014797159875132,0.5398407216146212,0.12318577615525385,-0.05948907562127017,-0.6125087410945332,0.08637324167942309,0.8441421213769119,0.09515280634484659,0.10903290861446147,0.04601907184008847,-0.5722468496874126,-0.1490500041594108,0.27738705422550514,-0.18352237448209163,0.07100399183650323,-0.007727006915956736,0.39827139661976635,0.5324251341276022,0.6209911037650373,0.07581757270552293,0.33808166769361403,0.0024146129649997962
OOH-AHH하게,9,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8335819990584736,0.39677570335776235,0.0,0.28926906525830065,0.0,0.2530484142515435,0.0,0.0,0.0,0.8069746947634392,0.3798804274254367,0.33296623663632086,0.0,0.0,0.30596762595210497,0.0,0.0,0.0,0.0,0.0,0.8258836370118582,0.39641693873406886,0.27107928319075864,0.0,0.2954417895720902,0.0,-0.15449382872023482,0.16421456724993144,-0.2182715164087977,0.09892084279117432,0.49117044512684466,-0.13116319241094673,0.13095577136804978,0.33532995999467075,-0.25209880312442356,0.2525109322609525,0.08092895863538092,0.3507155873779709,-0.3394954226158084,-0.10956050798045934,0.37768110036453667,0.017283940729057642,0.1781218228927741,0.0789482971481609,-0.4411377767827494,-0.12312620862697561,0.18933016201481223,-0.36993400666677784,-0.0074098784169380335,-0.1417579802838055,0.05050834333061749,0.37600595536410597,0.48552985864539516,0.4174191297580164,-0.08804838653283974,-0.27915034974852565
걱정말아요 그대,5,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.8676448587325731,0.0,0.0,0.0,0.0,0.4971844719165444,0.0,0.0,0.0,0.0,0.8484832138370942,0.0,0.0,0.0,0.5292222934048376,0.0,0.0,0.0,0.0,0.0,0.18155851428759565,0.9774882376342675,0.0,0.0,0.0,0.10748605107796408,0.0,0.0,0.0,0.0,-0.2046943728952375,0.033426275094078015,0.0759646391929829,0.09599263034760952,0.41113317440174624,-0.04503968319766326,0.2805493198309655,0.16199757254440084,-0.4850353983371225,0.33704517470443085,-0.026004707466249596,0.2770851505027242,-0.37838280850332484,-0.2276599416892006,0.09237747990258344,-0.09175065152142962,0.2976564563019839,0.12893594408484355,-0.47203758277305186,-0.109069348995459,0.18703132826988011,-0.30574359550867997,-0.09678499398064123,-0.07980141814236771,0.20528532279502243,0.3841759989114657,0.5906733470420314,0.49036192720475263,-0.17022240427258897,-0.27955775991184256
또 다시 사랑,4,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.5971324701758837,0.0,0.0,0.0,0.8021426388502529,0.0,0.0,0.0,0.0,0.0,0.3075987211232841,0.0,0.0,0.43622337606811895,0.0,0.0,0.6268450840827878,0.0,0.5675891414538297,0.0,0.0,0.35758981151088076,0.0,0.0,0.4688127955046876,0.0,0.5332468824825505,0.0,0.6066233195297835,-0.19158587715512998,0.0715824562871644,0.01669911449556952,-0.12002461569736132,0.48003542879470495,-0.28401898740851617,0.09674763395073446,0.28715599554817417,-0.21317311544139106,0.395387515022948,0.06553197230069756,0.2465235992158587,-0.3233908019909585,-0.055756021534336044,0.4208753131191573,0.0005776243334686434,0.35224117474580136,0.0034214434054520753,-0.5212265677280254,-0.10158318014362373,0.13300062850251929,-0.3338507625299531,-0.07493030586120514,-0.11206475990983816,0.20051041202670014,0.3371972732816462,0.5252399051746538,0.5414299778304659,-0.14692680781438677,-0.257677523905898
잊어버리지마 (Feat. 태연),4,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.4472336188695831,0.0,0.0,0.3571849424571794,0.7178802327468875,0.0,0.0,0.0,0.39629405555212743,0.0,0.0,0.0,0.0,0.8503153226442554,0.0,0.0,0.5262735525146556,0.0,0.0,0.0,0.0,0.5477864974337558,0.0,0.0,0.8366181645346087,0.0,0.0,0.0,0.0,0.0,-0.14621460869509195,0.11695428126979442,-0.049147100476104585,0.041152968905156566,0.3962245626286382,-0.12330232406301157,0.062488527081552,0.3953011222871109,-0.33719562929389735,0.29912743903696537,0.22815883305101167,0.3186539808820401,-0.24590621488612321,-0.11455626115202903,0.32043998694668213,0.049047952979093506,0.32782325890979597,0.03721658337329115,-0.48525172397494315,-0.0946687219309665,0.18335869184562137,-0.37898977391776584,-0.08224521521478892,-0.15712848291510628,0.12550104943858015,0.44017392176070386,0.5115071002527007,0.3501639791187786,-0.03536467448409115,-0.370163428198014
내가 저지른 사랑,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.18912108019482438,0.6088780530155379,0.6118700237002115,0.291243284153683,0.31589931164739193,0.0,0.0,0.1857438613121152,0.0,0.0,0.3298961454666378,0.8078976684289256,0.3803149139500113,0.0,0.0,0.0,0.30631757504354207,0.0,0.0,0.0,0.0,0.29651887729732535,0.8194227945575648,0.39331579073622164,0.0,0.0,0.2931305646351899,0.0,-0.12683305909687823,0.15168326703873886,-0.18603961607017977,0.03416047060692852,0.5308951202441345,-0.1376401498067108,0.07130952480841767,0.3311804070730101,-0.2116575280881741,0.434430741654201,0.02828762744638053,0.2244093807964501,-0.29491919072514233,-0.08139167367057366,0.3930814054371281,0.05254564263265241,0.2951120893386277,0.19857802629809487,-0.532901604609056,-0.1188590647991408,0.27611929605482144,-0.3420956424014135,-0.021065811508081175,-0.17388704561374405,0.1631321919573979,0.30162530141797933,0.4675284407355569,0.40194497948343105,-0.2325245433740995,-0.34523524238981984
D (half moon) (Feat. 개코),29,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.35836497281985097,0.38458707105299283,0.0,0.2759380168043135,0.0,0.8046897177899132,0.0,0.0,0.0,0.0,0.42968036425614403,0.0,0.2476746894495178,0.8683501786599646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45975909577207996,0.0,0.30492242846387746,0.8340526880686441,0.0,0.0,0.0,-0.23768186539014077,-0.054108826081155484,-0.15175827915067142,0.141637370666678,0.32420680724828654,-0.07832358406942384,0.1299651218305447,0.3064937057971144,-0.3418869710562431,0.3711672695392595,-0.012021015055290575,0.2899356910848803,-0.2758707132708733,-0.009901080577669346,0.25420230625014145,0.0750526235990273,0.2132316002910606,0.028867313911101807,-0.4778866788497093,0.05430019756089351,0.2967600561425121,-0.2162706895154671,-0.14606344776041028,-0.2005675264310762,0.06871891600590309,0.3657126129745159,0.6321475517100199,0.4458044288703338,0.023466742824505876,-0.5553671229108544
넌 is 뭔들,12,11.0,7.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769109470703464,0.0,0.21364690845907097,0.0,0.0,0.0,0.0,0.0,0.9746129099523583,0.0,0.0,0.22389657378842723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9648272780390343,0.0,0.2628846202267981,0.0,-0.17275292639552337,0.12534066204450803,0.05254164337136671,0.19964664287045988,0.34996301229770116,-0.08159321489413537,0.1931204775516529,0.2610518023474093,-0.5682129288425655,0.307184362354937,0.2778167745893265,0.08399058930656302,-0.5268867077355892,-0.11316702130457254,0.46541304210766526,-0.012493264666363519,0.19906596114117828,-0.10396126683811165,-0.4394981251025075,-0.08787010525870112,0.16516892547525358,-0.19991113914235334,-0.0008575763438794157,-0.11233053016793275,0.337089315147617,0.6111491361745092,0.3508719476915077,0.30238140469504743,0.14064284018972273,-0.24965963589395665
하늘바라기 (Feat. 하림),7,6.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,0.5576824512697179,0.0,0.8300543858963693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.8435253701064631,0.0,0.4661851357326982,0.0,0.0,0.0,0.0,0.0,0.2667140213949022,-0.1725447702856565,-7.969170639460737e-06,-0.17898898650892078,0.07633563168981874,0.41659962710162457,-0.2431578092263821,0.17488212216730145,0.3214260169961066,-0.3337540722282773,0.2608135402580956,0.09425804821181703,0.18378667407139967,-0.23635067014362324,-0.12918134298471903,0.2648491774347018,0.05606318500993604,0.22811237168498338,-0.06989725407382304,-0.6925660495053638,-0.1304153086067262,0.20354468745221807,-0.317593493684068,-0.12447465461445972,-0.042609548992054026,0.12661054597066884,0.412804866370491,0.6315973821180788,0.3739812487736344,-0.16837453361261975,-0.40942253140647983
우주를 줄게,5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22742997063711906,0.002060548293714722,-0.1609318619283537,0.16973349104324978,0.3935213524848223,-0.17081158734460283,0.20314165437206005,0.35145200925568737,-0.35340431616156515,0.32725087727885693,0.2012689213057456,0.28131942252706116,-0.21719837530399672,-0.09513940254061405,0.2701823793894922,0.060155802949642144,0.37384689556007894,-0.08241074417407314,-0.3413439598477756,-0.19457804760313593,0.206047238514293,-0.35652787536964753,0.01618796555752245,-0.14146660837965708,0.05985021251253784,0.27877238372263186,0.5415369442043205,0.5255058685007195,0.06585692271764856,-0.3958000013759981
Boys And Girls (Feat. Babylon),4,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11681318005461616,-0.00513708118868295,-0.16859082184476024,0.08837263288091023,0.41145067294003823,-0.21572733282125803,0.19972856959349383,0.31099186370234566,-0.35997091502818557,0.2928325016876213,0.11944827846187445,0.3246891149204182,-0.3200591516277561,-0.209777990688449,0.3229333543367968,0.10502808398339641,0.23706546151754623,-0.04922745841064753,-0.4588068654575876,-0.10871943463446956,0.10865934519630409,-0.34690270892598574,-0.042716193382578496,-0.19356124798584204,0.09569672601233514,0.3652256181204109,0.2801896448998947,0.3928040849855383,-0.07433990259230037,-0.3701303639299883
ALWAYS,4,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3488307490259532,0.0,0.0,0.0,0.9371857385459897,0.0,0.0,0.0,0.0,0.3535903891962924,0.31102902175028474,0.0,0.0,0.882176163981478,0.0,0.0,0.0,0.0,0.0,0.3670268007203011,0.0,0.3314735969316177,0.0,0.0,0.8691470428473169,0.0,0.0,0.0,0.0,-0.098418691860778,0.2591537081503442,0.14066880066613002,0.16229155554569194,0.3562860734228577,0.0045777398095067055,0.13202498186645764,0.19523515602839844,-0.6072932426950761,0.4428308378372874,0.1612890816692795,-0.130288806025471,-0.6025810433285577,0.018914690533918994,0.7755050305809293,0.10510045357181558,0.20241190820753607,0.04494220711889544,-0.6360394716262817,-0.08268667653735196,0.34055249584572655,-0.25374155973217316,-0.0019084799269746457,0.059584834829105864,0.38822315590722223,0.5416473942143577,0.5792289608291217,0.0979805501177907,0.18724465436368648,-0.0067480815308434625
오늘부터 우리는 (Me Gustas Tu),8,7.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.1817438273646902,0.0,0.9467760951517288,0.0,0.0,0.0,0.0,0.0,0.0,0.26567688432394365,0.0,0.0,0.9665645788192024,0.0,0.0,0.0,0.0,0.0,0.256423312068263,0.0,0.0,0.0,0.0,0.9623495025211161,0.0,0.0,0.0,0.0,0.27181507500019253,0.0,-0.12695569824615133,-0.0354839421080185,-0.0719504389731634,0.15529774846283778,0.37207644845118687,-0.19900192596269922,0.28786284328558515,0.3768297659173127,-0.3608175960309323,0.2820130323225091,0.1688418663623217,0.05234590837837107,-0.25122316209449164,-0.022772084200574506,0.30871910825672166,0.15315470215113414,0.4770540451911896,0.07366582013726715,-0.503775822118886,-0.012177926329088458,0.20940344957184168,-0.32595040863229624,-0.004713437375856654,-0.12235968443001771,0.074180111561286,0.5129185561240921,0.47466948568715805,0.3523867452787536,-0.06681958811297532,-0.2750757118168798
Day Day (Feat. 박재범) (Prod. by GRAY),5,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834770437042053,0.46847445314304775,0.0,0.0,0.0,0.0,0.0,0.0,0.3964576889646661,0.19822884448233305,0.4333148733137251,0.0,0.7847068539531853,0.0,0.0,0.0,0.0,0.0,0.0,0.3410942235198039,0.3782403432625547,0.0,0.8605747924556277,-0.17068170340266078,0.015640915025724098,-0.12419040166772902,0.048100210018455984,0.3537999843421858,-0.20659556171391158,0.12809813366271555,0.3039558325475082,-0.3365705972258002,0.35355956771447383,0.09483790394850075,0.33060736721614375,-0.3861537217686418,-0.1544255783292465,0.22895619132439607,0.03734634859720245,0.2354014921007911,-0.0815377754130168,-0.458691750690341,-0.12410372419282795,0.21540943101805168,-0.3195590532012284,-0.0020366161526180803,-0.19446065403753893,0.1298516200017184,0.3176785601535812,0.42509639573749153,0.46358994573820383,-0.0923515398078598,-0.38333388571394605
Why So Lonely,8,5.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.7204906356764244,0.0,0.0,0.693464666657633,0.0,0.0,0.0,0.0,0.0,0.0,0.8113341799766477,0.0,0.5845826275229368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698489549347136,0.0,0.6382261249635032,0.0,0.0,0.0,0.0,-0.20721359879195272,0.08234581016840566,-0.09368772429277326,0.01392097509355395,0.44164463464769865,-0.1265905655373435,0.17291024802057267,0.29936716681137887,-0.3395615341467457,0.30601633243731685,0.05962492163794545,0.23362470224786264,-0.3435219866907471,-0.13974984883089792,0.2539006019063242,0.07187980552158364,0.3470719575400015,0.04402597854239541,-0.4703956579828596,-0.06993494364205044,0.2279324210086069,-0.3994049771291601,-0.018490062453425847,-0.15344273945694412,0.06815535968684076,0.3151702177124684,0.4752004541639056,0.38303714951539375,-0.08784408223899928,-0.3852416854368041
돌아오지마 (Feat. 용준형 Of 비스트),6,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9081248894426538,0.0,0.0,0.3151368889966239,0.0,0.27567721408977064,0.0,0.0,0.0,0.36969467381532733,0.0,0.15253990619974359,0.0,0.0,0.14017118802910236,0.905764573835642,0.0,0.6255991055731691,0.0,0.0,0.2866377199279604,0.0,0.09408292424177099,0.0,0.10253836877163398,0.7121087437437631,-0.16727352031940146,0.04661683240991043,-0.06356264060181191,0.07242462755951645,0.37001619573639727,-0.2088549637758232,0.1031555400187171,0.2947003087162672,-0.3587504996404309,0.2924326843335882,0.13769434185313253,0.37595692836818684,-0.27849239541817156,-0.18853537957772784,0.26968177363554807,-0.07618916529129077,0.3567352498260637,0.007525797349925356,-0.5386682946834414,-0.12879119401840472,0.16981721964621938,-0.3146923645024841,-0.11367672862988179,-0.16370580792587636,0.14988619932669334,0.4339908410570231,0.49599700778637124,0.4614345307151477,-0.1295330285512168,-0.2811799979736579
Dream (Prod. by 박근태),6,6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20496274212875018,0.00623472466519693,-0.12279251304159804,0.15661851506362237,0.42530328126215355,-0.20606576860314463,0.17585875103022994,0.3628070496658726,-0.3888257598368133,0.33013872075371625,-0.025481495824528903,0.2351183667324665,-0.2929214982929208,-0.15199271948417512,0.18437639033285583,0.018353060132074283,0.27246199221145817,-0.05917122138368829,-0.42913566039102835,-0.12981857262301918,0.2351003689009969,-0.3538125781569539,0.025762336828359742,-0.14264145118706836,0.010358677177530964,0.3164911525346702,0.4434199370443821,0.3398799360616178,-0.1380006562884352,-0.4273663621577548
봄이 좋냐??,3,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0607655668208579,0.09949912436056037,-0.13728496360302972,0.16753705131563068,0.3431753453743808,-0.15172397776970545,0.15143147185483963,0.309300639408351,-0.3767406766199186,0.38245135649819584,0.36084072496898534,0.3379779186788477,-0.23113233785481513,-0.19291404074355334,0.2533914158590326,0.005412616189804022,0.27431066941955135,0.015025289807499958,-0.6350791925141791,-0.10671654521260693,0.26347437039205507,-0.37948017231454806,-0.06272454962365236,-0.0594975693941805,0.18002664063814558,0.2603609930692601,0.5407604137983393,0.298359472187189,-0.16389760329630695,-0.3630733621568896
말해! 뭐해?,14,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.4168542707356827,0.0,0.0,0.5882181650493665,0.5599705282237099,0.0,0.4082461448639014,0.0,0.0,0.0,0.3827749285217946,0.0,0.5765684789021621,0.542835064412011,0.4757964229335797,0.0,0.0,0.0,0.0,0.0,0.0,0.4308242290603802,0.0,0.5883707879832006,0.5648256876882606,0.3862411708117613,0.0,0.0,0.0,-0.13189720270926492,0.1646050094512471,-0.12786100646726004,-0.013954300686651678,0.37864620287559536,-0.12916077069709436,0.14416750919139176,0.25751213088893055,-0.3568792347551176,0.3257509594162305,0.10399042416298598,0.2525211073327483,-0.34042039644299893,-0.1301935604414004,0.38256945212682086,-0.01308889526939183,0.3256624627596976,-0.04534141887632901,-0.4372738960542177,-0.21745609534544902,0.30373969833824066,-0.4092391730008418,-0.0913177143431089,-0.07602039787493516,0.13331114821822235,0.29195526768371727,0.4745280899336202,0.4031441288166924,-0.1904192378646449,-0.24379102006685316
